"title","description","price","stock_quantity","status","rating","ai_match_score","category_name","image_url"
"Levi's Women's Skinny Jeans","[Levi's] Stretchable skinny-fit jeans designed for everyday comfort and style.","3299","86","ACTIVE","0","0","Fashion","/products/fashion/levis-womens-skinny-jeans.jpg"
"LG Double Door Refrigerator 260L","[LG] Spacious refrigerator with smart inverter compressor technology.","32999","85","ACTIVE","0","0","Home & Kitchen","/products/home/lg-double-door-fridge.jpg"
"LG OLED C4 55-inch TV","[LG] Premium OLED television with stunning visuals and deep blacks.","129999","74","ACTIVE","0","0","Electronics","/products/electronics/lg-oled-c4.jpg"
"Libas Embroidered Kurta Set","[Libas] Beautiful embroidered kurta with pants and dupatta for ethnic styling.","2799","79","ACTIVE","0","0","Fashion","/products/fashion/libas-kurta-set.jpg"
"Listerine Mouthwash","[Listerine] Antiseptic mouthwash for oral hygiene.","299","84","ACTIVE","0","0","Beauty & Personal Care","/products/beauty/listerine-mouthwash.jpg"
"Logitech G Pro X Superlight 2","[Logitech] Ultra-lightweight wireless gaming mouse built for esports performance.","13995","92","ACTIVE","0","0","Gaming","/products/gaming/logitech-gpro-x-superlight2.jpg"
"Logitech G29 Racing Wheel","[Logitech] Force feedback racing wheel delivering realistic driving experience.","28999","85","ACTIVE","0","0","Gaming","/products/gaming/logitech-g29.jpg"
"Logitech MX Keys S","[Logitech] Premium wireless keyboard designed for productivity workflows.","11995","47","ACTIVE","0","0","Electronics","/products/electronics/mx-keys-s.jpg"
"Logitech MX Master 3S","[Logitech] Professional wireless productivity mouse with precision tracking.","9995","10","ACTIVE","0","0","Electronics","/products/electronics/mx-master3s.jpg"
"MAC Matte Lipstick Ruby Woo","[MAC] Iconic red matte lipstick with rich pigmentation.","2300","95","ACTIVE","0","0","Beauty & Personal Care","/products/beauty/mac-rubywoo.jpg"
"MacBook Air M4","[Apple] Ultra-light laptop powered by Apple's M4 chip for productivity and creativity.","114900","18","ACTIVE","0","0","Electronics","/products/electronics/macbook-air-m4.jpg"
"MacBook Pro 14 M4","[Apple] Professional laptop designed for developers, creators, and power users.","199900","60","ACTIVE","0","0","Electronics","/products/electronics/macbook-pro-m4.jpg"
"Maggi 2-Minute Noodles Pack","[Maggi] Popular instant noodles ready in minutes with signature masala taste.","168","69","ACTIVE","0","0","Groceries","/products/groceries/maggi-noodles.jpg"
"Mamaearth Onion Hair Oil","[Mamaearth] Hair oil enriched with onion extracts for hair growth.","399","28","ACTIVE","0","0","Beauty & Personal Care","/products/beauty/mamaearth-onion-oil.jpg"
"Mamaearth Ubtan Face Mask","[Mamaearth] Face mask that helps remove tan and brighten skin.","499","54","ACTIVE","0","0","Beauty & Personal Care","/products/beauty/mamaearth-mask.jpg"
"Mamaearth Ubtan Face Wash","[Mamaearth] Turmeric and saffron-based face wash for tan removal and glowing skin.","299","81","ACTIVE","0","0","Beauty & Personal Care","/products/beauty/mamaearth-ubtan-facewash.jpg"
"Mamaearth Vitamin C Serum","[Mamaearth] Vitamin C enriched serum for glowing and radiant skin.","649","63","ACTIVE","0","0","Beauty & Personal Care","/products/beauty/mamaearth-vitamin-c-serum.jpg"
"Manyavar Mohey Designer Lehenga","[Mohey] Designer lehenga set featuring intricate embroidery and festive elegance.","8999","34","ACTIVE","0","0","Fashion","/products/fashion/mohey-designer-lehenga.jpg"
"Maybelline Colossal Kajal","[Maybelline] Waterproof kajal with intense black finish.","179","21","ACTIVE","0","0","Beauty & Personal Care","/products/beauty/maybelline-kajal.jpg"
"Maybelline Fit Me Compact","[Maybelline] Lightweight compact powder for shine control.","249","24","ACTIVE","0","0","Beauty & Personal Care","/products/beauty/maybelline-fitme-compact.jpg"
"Maybelline Fit Me Foundation","[Maybelline] Natural finish foundation suitable for normal to oily skin.","629","33","ACTIVE","0","0","Beauty & Personal Care","/products/beauty/maybelline-fitme-foundation.jpg"
"Maybelline Sky High Mascara","[Maybelline] Lengthening mascara for fuller-looking lashes.","799","26","ACTIVE","0","0","Beauty & Personal Care","/products/beauty/maybelline-skyhigh.jpg"
"Maybelline Superstay Lipstick","[Maybelline] Transfer-proof lipstick lasting up to 16 hours.","699","45","ACTIVE","0","0","Beauty & Personal Care","/products/beauty/maybelline-superstay.jpg"
"Meta Quest 3","[Meta] Advanced mixed-reality headset for immersive gaming experiences.","59999","16","ACTIVE","0","0","Gaming","/products/gaming/meta-quest-3.jpg"
